ligand	receptor	ligand.name	receptor.name	ligand.synonyms	receptor.synonyms	ligand.altern.names	receptor.altern.names	source	PMIDs	cells.L	cells.R	remarks
EFEMP1	EGFR	EGF-containing fibulin-like extracellular matrix protein 1	Epidermal growth factor receptor	FBLN3,FBNL	ERBB,ERBB1,HER1	Extracellular protein S1-5 || Fibrillin-like protein || Fibulin-3 || FIBL-3	EC 2.7.10.1 || Proto-oncogene c-ErbB-1 || Receptor tyrosine-protein kinase erbB-1	fantom5	19804359	""	""	""
EFEMP2	AQP1	EGF-containing fibulin-like extracellular matrix protein 2	Aquaporin-1	FBLN4,UNQ200/PRO226	CHIP28	Fibulin-4 || FIBL-4 || Protein UPH1	AQP-1 || Aquaporin-CHIP || Urine water channel || Water channel protein for red blood cells and kidney proximal tubule	fantom5,HPRD	16189514	""	""	""
EFEMP2	CATSPER1	EGF-containing fibulin-like extracellular matrix protein 2	Cation channel sperm-associated protein 1	FBLN4,UNQ200/PRO226	""	Fibulin-4 || FIBL-4 || Protein UPH1	CatSper1 || hCatSper	fantom5,HPRD	16189514	""	""	""
EFEMP2	LINGO1	EGF-containing fibulin-like extracellular matrix protein 2	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1	FBLN4,UNQ200/PRO226	LERN1,LRRN6A,UNQ201/PRO227	Fibulin-4 || FIBL-4 || Protein UPH1	Leucine-rich repeat and immunoglobulin domain-containing protein 1 || Leucine-rich repeat neuronal protein 1 || Leucine-rich repeat neuronal protein 6A	HPRD,fantom5	16189514	""	""	""
EFEMP2	PLSCR4	EGF-containing fibulin-like extracellular matrix protein 2	Phospholipid scramblase 4	FBLN4,UNQ200/PRO226	GIG43	Fibulin-4 || FIBL-4 || Protein UPH1	PL scramblase 4 || Ca(2+)-dependent phospholipid scramblase 4 || Cell growth-inhibiting gene 43 protein || TRA1	fantom5,HPRD	16189514	""	""	""
EFNA1	EPHA1	Ephrin-A1	Ephrin type-A receptor 1	EPLG1,LERK1,TNFAIP4	EPH,EPHT,EPHT1	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	hEpha1 || EC 2.7.10.1 || EPH tyrosine kinase || EPH tyrosine kinase 1 || Erythropoietin-producing hepatoma receptor || Tyrosine-protein kinase receptor EPH	literature,fantom5,HPMR,HPRD	11114742	""	""	""
EFNA1	EPHA10	Ephrin-A1	Ephrin type-A receptor 10	EPLG1,LERK1,TNFAIP4	""	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1	literature	11114742	""	""	""
EFNA1	EPHA2	Ephrin-A1	Ephrin type-A receptor 2	EPLG1,LERK1,TNFAIP4	ECK	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || Epithelial cell kinase || Tyrosine-protein kinase receptor ECK	fantom5,literature,HPMR,HPRD	11114742	""	""	""
EFNA1	EPHA3	Ephrin-A1	Ephrin type-A receptor 3	EPLG1,LERK1,TNFAIP4	ETK,ETK1,HEK,TYRO4	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || EPH-like kinase 4 || EK4 || hEK4 || HEK || Human embryo kinase || Tyrosine-protein kinase TYRO4 || Tyrosine-protein kinase receptor ETK1 || Eph-like tyrosine kinase 1	HPRD,fantom5,literature,HPMR	11114742	""	""	""
EFNA1	EPHA4	Ephrin-A1	Ephrin type-A receptor 4	EPLG1,LERK1,TNFAIP4	HEK8,SEK,TYRO1	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || EPH-like kinase 8 || EK8 || hEK8 || Tyrosine-protein kinase TYRO1 || Tyrosine-protein kinase receptor SEK	HPRD,literature,fantom5,HPMR	11114742	""	""	""
EFNA1	EPHA5	Ephrin-A1	Ephrin type-A receptor 5	EPLG1,LERK1,TNFAIP4	BSK,EHK1,HEK7,TYRO4	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || Brain-specific kinase || EPH homology kinase 1 || EHK-1 || EPH-like kinase 7 || EK7 || hEK7	HPRD,fantom5,literature,HPMR	11114742	""	""	""
EFNA1	EPHA6	Ephrin-A1	Ephrin type-A receptor 6	EPLG1,LERK1,TNFAIP4	EHK2,HEK12	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || EPH homology kinase 2 || EHK-2 || EPH-like kinase 12 || EK12	literature,fantom5,HPMR,HPRD,reactome	11114742	""	""	""
EFNA1	EPHA7	Ephrin-A1	Ephrin type-A receptor 7	EPLG1,LERK1,TNFAIP4	EHK3,HEK11	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || EPH homology kinase 3 || EHK-3 || EPH-like kinase 11 || EK11 || hEK11	fantom5,literature,HPMR,HPRD	11114742	""	""	""
EFNA1	EPHA8	Ephrin-A1	Ephrin type-A receptor 8	EPLG1,LERK1,TNFAIP4	EEK,HEK3,KIAA1459	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || EPH- and ELK-related kinase || EPH-like kinase 3 || EK3 || hEK3 || Tyrosine-protein kinase receptor EEK	HPRD,literature,fantom5	11114742	""	""	""
EFNA1	EPHB1	Ephrin-A1	Ephrin type-B receptor 1	EPLG1,LERK1,TNFAIP4	ELK,EPHT2,HEK6,NET	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	EC 2.7.10.1 || ELK || EPH tyrosine kinase 2 || EPH-like kinase 6 || EK6 || hEK6 || Neuronally-expressed EPH-related tyrosine kinase || NET || Tyrosine-protein kinase receptor EPH-2	fantom5,HPRD	8755474,7973638,8070404	""	""	""
EFNA1	EPHB6	Ephrin-A1	Ephrin type-B receptor 6	EPLG1,LERK1,TNFAIP4	""	EPH-related receptor tyrosine kinase ligand 1 || LERK-1 || Immediate early response protein B61 || Tumor necrosis factor alpha-induced protein 4 || TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form	HEP || Tyrosine-protein kinase-defective receptor EPH-6	fantom5	""	""	""	""
EFNA2	EPHA1	Ephrin-A2	Ephrin type-A receptor 1	EPLG6,LERK6	EPH,EPHT,EPHT1	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	hEpha1 || EC 2.7.10.1 || EPH tyrosine kinase || EPH tyrosine kinase 1 || Erythropoietin-producing hepatoma receptor || Tyrosine-protein kinase receptor EPH	literature	11114742	""	""	""
EFNA2	EPHA10	Ephrin-A2	Ephrin type-A receptor 10	EPLG6,LERK6	""	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1	literature	11114742	""	""	""
EFNA2	EPHA2	Ephrin-A2	Ephrin type-A receptor 2	EPLG6,LERK6	ECK	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1 || Epithelial cell kinase || Tyrosine-protein kinase receptor ECK	HPRD,literature,fantom5	11114742	""	""	""
EFNA2	EPHA3	Ephrin-A2	Ephrin type-A receptor 3	EPLG6,LERK6	ETK,ETK1,HEK,TYRO4	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1 || EPH-like kinase 4 || EK4 || hEK4 || HEK || Human embryo kinase || Tyrosine-protein kinase TYRO4 || Tyrosine-protein kinase receptor ETK1 || Eph-like tyrosine kinase 1	HPMR,fantom5,literature,HPRD	11114742	""	""	""
EFNA2	EPHA4	Ephrin-A2	Ephrin type-A receptor 4	EPLG6,LERK6	HEK8,SEK,TYRO1	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1 || EPH-like kinase 8 || EK8 || hEK8 || Tyrosine-protein kinase TYRO1 || Tyrosine-protein kinase receptor SEK	literature,fantom5,HPMR	11114742	""	""	""
EFNA2	EPHA5	Ephrin-A2	Ephrin type-A receptor 5	EPLG6,LERK6	BSK,EHK1,HEK7,TYRO4	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1 || Brain-specific kinase || EPH homology kinase 1 || EHK-1 || EPH-like kinase 7 || EK7 || hEK7	HPRD,literature,fantom5,HPMR	11114742	""	""	""
EFNA2	EPHA6	Ephrin-A2	Ephrin type-A receptor 6	EPLG6,LERK6	EHK2,HEK12	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1 || EPH homology kinase 2 || EHK-2 || EPH-like kinase 12 || EK12	HPMR,literature,fantom5	11114742	""	""	""
EFNA2	EPHA7	Ephrin-A2	Ephrin type-A receptor 7	EPLG6,LERK6	EHK3,HEK11	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1 || EPH homology kinase 3 || EHK-3 || EPH-like kinase 11 || EK11 || hEK11	fantom5,literature,HPMR	11114742	""	""	""
EFNA2	EPHA8	Ephrin-A2	Ephrin type-A receptor 8	EPLG6,LERK6	EEK,HEK3,KIAA1459	EPH-related receptor tyrosine kinase ligand 6 || LERK-6 || HEK7 ligand || HEK7-L	EC 2.7.10.1 || EPH- and ELK-related kinase || EPH-like kinase 3 || EK3 || hEK3 || Tyrosine-protein kinase receptor EEK	HPMR,fantom5,literature	11114742	""	""	""
EFNA3	EPHA1	Ephrin-A3	Ephrin type-A receptor 1	EFL2,EPLG3,LERK3	EPH,EPHT,EPHT1	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	hEpha1 || EC 2.7.10.1 || EPH tyrosine kinase || EPH tyrosine kinase 1 || Erythropoietin-producing hepatoma receptor || Tyrosine-protein kinase receptor EPH	literature	11114742	""	""	""
EFNA3	EPHA10	Ephrin-A3	Ephrin type-A receptor 10	EFL2,EPLG3,LERK3	""	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1	literature	11114742	""	""	""
EFNA3	EPHA2	Ephrin-A3	Ephrin type-A receptor 2	EFL2,EPLG3,LERK3	ECK	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || Epithelial cell kinase || Tyrosine-protein kinase receptor ECK	HPRD,HPMR,literature,fantom5	11114742	""	""	""
EFNA3	EPHA3	Ephrin-A3	Ephrin type-A receptor 3	EFL2,EPLG3,LERK3	ETK,ETK1,HEK,TYRO4	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || EPH-like kinase 4 || EK4 || hEK4 || HEK || Human embryo kinase || Tyrosine-protein kinase TYRO4 || Tyrosine-protein kinase receptor ETK1 || Eph-like tyrosine kinase 1	HPMR,literature,fantom5	11114742	""	""	""
EFNA3	EPHA4	Ephrin-A3	Ephrin type-A receptor 4	EFL2,EPLG3,LERK3	HEK8,SEK,TYRO1	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || EPH-like kinase 8 || EK8 || hEK8 || Tyrosine-protein kinase TYRO1 || Tyrosine-protein kinase receptor SEK	HPRD,HPMR,fantom5,literature	11114742	""	""	""
EFNA3	EPHA5	Ephrin-A3	Ephrin type-A receptor 5	EFL2,EPLG3,LERK3	BSK,EHK1,HEK7,TYRO4	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || Brain-specific kinase || EPH homology kinase 1 || EHK-1 || EPH-like kinase 7 || EK7 || hEK7	HPRD,literature,fantom5,HPMR	11114742	""	""	""
EFNA3	EPHA6	Ephrin-A3	Ephrin type-A receptor 6	EFL2,EPLG3,LERK3	EHK2,HEK12	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || EPH homology kinase 2 || EHK-2 || EPH-like kinase 12 || EK12	literature,fantom5,HPMR	11114742	""	""	""
EFNA3	EPHA7	Ephrin-A3	Ephrin type-A receptor 7	EFL2,EPLG3,LERK3	EHK3,HEK11	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || EPH homology kinase 3 || EHK-3 || EPH-like kinase 11 || EK11 || hEK11	fantom5,literature,HPMR,HPRD	11114742	""	""	""
EFNA3	EPHA8	Ephrin-A3	Ephrin type-A receptor 8	EFL2,EPLG3,LERK3	EEK,HEK3,KIAA1459	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || EPH- and ELK-related kinase || EPH-like kinase 3 || EK3 || hEK3 || Tyrosine-protein kinase receptor EEK	HPMR,literature,fantom5	11114742	""	""	""
EFNA3	EPHB1	Ephrin-A3	Ephrin type-B receptor 1	EFL2,EPLG3,LERK3	ELK,EPHT2,HEK6,NET	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	EC 2.7.10.1 || ELK || EPH tyrosine kinase 2 || EPH-like kinase 6 || EK6 || hEK6 || Neuronally-expressed EPH-related tyrosine kinase || NET || Tyrosine-protein kinase receptor EPH-2	fantom5,HPMR	9330863	""	""	""
EFNA3	EPHB6	Ephrin-A3	Ephrin type-B receptor 6	EFL2,EPLG3,LERK3	""	EFL-2 || EHK1 ligand || EHK1-L || EPH-related receptor tyrosine kinase ligand 3 || LERK-3	HEP || Tyrosine-protein kinase-defective receptor EPH-6	fantom5	""	""	""	""
EFNA4	EPHA1	Ephrin-A4	Ephrin type-A receptor 1	EPLG4,LERK4	EPH,EPHT,EPHT1	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	hEpha1 || EC 2.7.10.1 || EPH tyrosine kinase || EPH tyrosine kinase 1 || Erythropoietin-producing hepatoma receptor || Tyrosine-protein kinase receptor EPH	literature	11114742	""	""	""
EFNA4	EPHA10	Ephrin-A4	Ephrin type-A receptor 10	EPLG4,LERK4	""	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1	literature	11114742	""	""	""
EFNA4	EPHA2	Ephrin-A4	Ephrin type-A receptor 2	EPLG4,LERK4	ECK	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1 || Epithelial cell kinase || Tyrosine-protein kinase receptor ECK	fantom5,literature,HPMR,HPRD	11114742	""	""	""
EFNA4	EPHA3	Ephrin-A4	Ephrin type-A receptor 3	EPLG4,LERK4	ETK,ETK1,HEK,TYRO4	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1 || EPH-like kinase 4 || EK4 || hEK4 || HEK || Human embryo kinase || Tyrosine-protein kinase TYRO4 || Tyrosine-protein kinase receptor ETK1 || Eph-like tyrosine kinase 1	literature	11114742	""	""	""
EFNA4	EPHA4	Ephrin-A4	Ephrin type-A receptor 4	EPLG4,LERK4	HEK8,SEK,TYRO1	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1 || EPH-like kinase 8 || EK8 || hEK8 || Tyrosine-protein kinase TYRO1 || Tyrosine-protein kinase receptor SEK	HPRD,fantom5,literature	11114742	""	""	""
EFNA4	EPHA5	Ephrin-A4	Ephrin type-A receptor 5	EPLG4,LERK4	BSK,EHK1,HEK7,TYRO4	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1 || Brain-specific kinase || EPH homology kinase 1 || EHK-1 || EPH-like kinase 7 || EK7 || hEK7	HPRD,HPMR,literature,fantom5	11114742	""	""	""
EFNA4	EPHA6	Ephrin-A4	Ephrin type-A receptor 6	EPLG4,LERK4	EHK2,HEK12	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1 || EPH homology kinase 2 || EHK-2 || EPH-like kinase 12 || EK12	HPMR,literature,fantom5,reactome,HPRD	11114742	""	""	""
EFNA4	EPHA7	Ephrin-A4	Ephrin type-A receptor 7	EPLG4,LERK4	EHK3,HEK11	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1 || EPH homology kinase 3 || EHK-3 || EPH-like kinase 11 || EK11 || hEK11	HPRD,literature,fantom5	11114742	""	""	""
EFNA4	EPHA8	Ephrin-A4	Ephrin type-A receptor 8	EPLG4,LERK4	EEK,HEK3,KIAA1459	EPH-related receptor tyrosine kinase ligand 4 || LERK-4	EC 2.7.10.1 || EPH- and ELK-related kinase || EPH-like kinase 3 || EK3 || hEK3 || Tyrosine-protein kinase receptor EEK	fantom5,literature,HPRD	11114742	""	""	""
EFNA5	EPHA1	Ephrin-A5	Ephrin type-A receptor 1	EPLG7,LERK7	EPH,EPHT,EPHT1	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	hEpha1 || EC 2.7.10.1 || EPH tyrosine kinase || EPH tyrosine kinase 1 || Erythropoietin-producing hepatoma receptor || Tyrosine-protein kinase receptor EPH	literature	11114742	""	""	""
EFNA5	EPHA10	Ephrin-A5	Ephrin type-A receptor 10	EPLG7,LERK7	""	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1	literature	11114742	""	""	""
EFNA5	EPHA2	Ephrin-A5	Ephrin type-A receptor 2	EPLG7,LERK7	ECK	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || Epithelial cell kinase || Tyrosine-protein kinase receptor ECK	HPRD,HPMR,literature,fantom5	11114742	""	""	""
EFNA5	EPHA3	Ephrin-A5	Ephrin type-A receptor 3	EPLG7,LERK7	ETK,ETK1,HEK,TYRO4	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || EPH-like kinase 4 || EK4 || hEK4 || HEK || Human embryo kinase || Tyrosine-protein kinase TYRO4 || Tyrosine-protein kinase receptor ETK1 || Eph-like tyrosine kinase 1	literature,fantom5,HPMR,HPRD	11114742	""	""	""
EFNA5	EPHA4	Ephrin-A5	Ephrin type-A receptor 4	EPLG7,LERK7	HEK8,SEK,TYRO1	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || EPH-like kinase 8 || EK8 || hEK8 || Tyrosine-protein kinase TYRO1 || Tyrosine-protein kinase receptor SEK	fantom5,literature,HPMR,HPRD	11114742	""	""	""
EFNA5	EPHA5	Ephrin-A5	Ephrin type-A receptor 5	EPLG7,LERK7	BSK,EHK1,HEK7,TYRO4	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || Brain-specific kinase || EPH homology kinase 1 || EHK-1 || EPH-like kinase 7 || EK7 || hEK7	HPRD,fantom5,literature,HPMR	11114742	""	""	""
EFNA5	EPHA6	Ephrin-A5	Ephrin type-A receptor 6	EPLG7,LERK7	EHK2,HEK12	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || EPH homology kinase 2 || EHK-2 || EPH-like kinase 12 || EK12	HPMR,fantom5,literature	11114742	""	""	""
EFNA5	EPHA7	Ephrin-A5	Ephrin type-A receptor 7	EPLG7,LERK7	EHK3,HEK11	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || EPH homology kinase 3 || EHK-3 || EPH-like kinase 11 || EK11 || hEK11	literature,fantom5,HPRD	11114742	""	""	""
EFNA5	EPHA8	Ephrin-A5	Ephrin type-A receptor 8	EPLG7,LERK7	EEK,HEK3,KIAA1459	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || EPH- and ELK-related kinase || EPH-like kinase 3 || EK3 || hEK3 || Tyrosine-protein kinase receptor EEK	HPRD,fantom5,literature,HPMR	11114742	""	""	""
EFNA5	EPHB1	Ephrin-A5	Ephrin type-B receptor 1	EPLG7,LERK7	ELK,EPHT2,HEK6,NET	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || ELK || EPH tyrosine kinase 2 || EPH-like kinase 6 || EK6 || hEK6 || Neuronally-expressed EPH-related tyrosine kinase || NET || Tyrosine-protein kinase receptor EPH-2	HPRD,fantom5	9245480	""	""	""
EFNA5	EPHB2	Ephrin-A5	Ephrin type-B receptor 2	EPLG7,LERK7	DRT,EPHT3,EPTH3,ERK,HEK5,TYRO5	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	EC 2.7.10.1 || Developmentally-regulated Eph-related tyrosine kinase || ELK-related tyrosine kinase || EPH tyrosine kinase 3 || EPH-like kinase 5 || EK5 || hEK5 || Renal carcinoma antigen NY-REN-47 || Tyrosine-protein kinase TYRO5 || Tyrosine-protein kinase receptor EPH-3	literature,fantom5,HPMR,HPRD	15107857	""	""	""
EFNA5	EPHB6	Ephrin-A5	Ephrin type-B receptor 6	EPLG7,LERK7	""	AL-1 || EPH-related receptor tyrosine kinase ligand 7 || LERK-7	HEP || Tyrosine-protein kinase-defective receptor EPH-6	fantom5	15107857	""	""	""
EFNB1	EPHA6	Ephrin-B1	Ephrin type-A receptor 6	EFL3,EPLG2,LERK2	EHK2,HEK12	EFL-3 || ELK ligand || ELK-L || EPH-related receptor tyrosine kinase ligand 2 || LERK-2	EC 2.7.10.1 || EPH homology kinase 2 || EHK-2 || EPH-like kinase 12 || EK12	fantom5	""	""	""	""
EFNB1	EPHB1	Ephrin-B1	Ephrin type-B receptor 1	EFL3,EPLG2,LERK2	ELK,EPHT2,HEK6,NET	EFL-3 || ELK ligand || ELK-L || EPH-related receptor tyrosine kinase ligand 2 || LERK-2	EC 2.7.10.1 || ELK || EPH tyrosine kinase 2 || EPH-like kinase 6 || EK6 || hEK6 || Neuronally-expressed EPH-related tyrosine kinase || NET || Tyrosine-protein kinase receptor EPH-2	HPRD,HPMR,fantom5,literature	11114742	""	""	""
EFNB1	EPHB2	Ephrin-B1	Ephrin type-B receptor 2	EFL3,EPLG2,LERK2	DRT,EPHT3,EPTH3,ERK,HEK5,TYRO5	EFL-3 || ELK ligand || ELK-L || EPH-related receptor tyrosine kinase ligand 2 || LERK-2	EC 2.7.10.1 || Developmentally-regulated Eph-related tyrosine kinase || ELK-related tyrosine kinase || EPH tyrosine kinase 3 || EPH-like kinase 5 || EK5 || hEK5 || Renal carcinoma antigen NY-REN-47 || Tyrosine-protein kinase TYRO5 || Tyrosine-protein kinase receptor EPH-3	HPMR,literature,fantom5,HPRD	11114742	""	""	""
EFNB1	EPHB3	Ephrin-B1	Ephrin type-B receptor 3	EFL3,EPLG2,LERK2	ETK2,HEK2,TYRO6	EFL-3 || ELK ligand || ELK-L || EPH-related receptor tyrosine kinase ligand 2 || LERK-2	EC 2.7.10.1 || EPH-like tyrosine kinase 2 || EPH-like kinase 2 || Embryonic kinase 2 || EK2 || hEK2 || Tyrosine-protein kinase TYRO6	HPMR,fantom5,literature	11114742	""	""	""
EFNB1	EPHB4	Ephrin-B1	Ephrin type-B receptor 4	EFL3,EPLG2,LERK2	HTK,MYK1,TYRO11	EFL-3 || ELK ligand || ELK-L || EPH-related receptor tyrosine kinase ligand 2 || LERK-2	EC 2.7.10.1 || Hepatoma transmembrane kinase || Tyrosine-protein kinase TYRO11	literature,fantom5,HPMR	11114742	""	""	""
EFNB1	EPHB6	Ephrin-B1	Ephrin type-B receptor 6	EFL3,EPLG2,LERK2	""	EFL-3 || ELK ligand || ELK-L || EPH-related receptor tyrosine kinase ligand 2 || LERK-2	HEP || Tyrosine-protein kinase-defective receptor EPH-6	HPMR,fantom5,literature	11114742	""	""	""
